PGM_PO_NUMBER,PRD_LVL_NUMBER,NEW_FOB
2631954,71186108,1.67
2631955,71186047,1.67
2631955,71186054,1.67
2631955,71186061,1.67
2631955,71186078,1.67
2631955,71186085,1.67
2631955,71186092,1.67
2631955,71186108,1.67
2631956,71185972,1.67
2631956,71185989,1.67
2631956,71185996,1.67
2631956,71186009,1.67
2631956,71186016,1.67
2631956,71186023,1.67
2631956,71186030,1.67
2631957,71186115,1.67
2631957,71186122,1.67
2631957,71186139,1.67
2631957,71186146,1.67
2631957,71186153,1.67
2631957,71186160,1.67
2631957,71186177,1.67
2631958,72648285,1.67
2631958,72648292,1.67
2631958,72648308,1.67
2631958,72648315,1.67
2631958,72648322,1.67
2632289,72647783,2.8
2632289,72647790,2.8
2632289,72647806,2.8
2632289,72647813,2.8
2632289,72647820,2.8
2632289,72647837,2.8
2632289,72647844,2.8
2632293,72647509,2.8
2632293,72647516,2.8
2632293,72647523,2.8
2632293,72647530,2.8
2632293,72647547,2.8
2632293,72647554,2.8
2632293,72647561,2.8
2632294,71185873,2.8
2632294,71185880,2.8
2632294,71185897,2.8
2632294,71185903,2.8
2632294,71185910,2.8
2632294,71185927,2.8
2632294,71185934,2.8
2631959,72647783,2.8
2631959,72647790,2.8
2631959,72647806,2.8
2631959,72647813,2.8
2631959,72647820,2.8
2631959,72647837,2.8
2631959,72647844,2.8
2631960,72647578,2.8
2631960,72647585,2.8
2631960,72647592,2.8
2631960,72647608,2.8
2631960,72647615,2.8
2631960,72647622,2.8
2631960,72647639,2.8
2631961,72647646,2.8
2631961,72647653,2.8
2631961,72647660,2.8
2631961,72647677,2.8
2631961,72647684,2.8
2631961,72647691,2.8
2631961,72647707,2.8
2632317,72647851,2.8
2632317,72647868,2.8
2632317,72647875,2.8
2632317,72647882,2.8
2632317,72647899,2.8
2632317,72647905,2.8
2632317,72647912,2.8
2632337,72647646,2.8
2632337,72647646,2.8
2632337,72647646,2.8
2632337,72647646,2.8
2632337,72647646,2.8
2632337,72647646,2.8
2632337,72647646,2.8
2632302,69251948,2.27
2632302,69251955,2.27
2632302,69251962,2.27
2632302,69251979,2.27
2632302,69251986,2.27
2632302,69251993,2.27
2632302,69252006,2.27
2639621,70061505,2.27
2639621,70061512,2.27
2639621,70061529,2.27
2639621,70061536,2.27
2639621,70061543,2.27
2639621,70061567,2.27
2639621,70061574,2.27
2632318,69251948,2.27
2632318,69251955,2.27
2632318,69251962,2.27
2632318,69251979,2.27
2632318,69251986,2.27
2632318,69251993,2.27
2632318,69252006,2.27
2639625,70061505,2.27
2639625,70061512,2.27
2639625,70061529,2.27
2639625,70061536,2.27
2639625,70061543,2.27
2639625,70061567,2.27
2639625,70061574,2.27
2632326,71189192,2.09
2632326,71189208,2.09
2632326,71189215,2.09
2632326,71189222,2.09
2632326,71189239,2.09
2632326,71189246,2.09
2631972,69251320,2.7
2631972,69251337,2.7
2631972,69251344,2.7
2631972,69251351,2.7
2631972,69251368,2.7
2631972,69251375,2.7
2631972,69251382,2.7
2631978,69251252,2.7
2631978,69251269,2.7
2631978,69251276,2.7
2631978,69251283,2.7
2631978,69251290,2.7
2631978,69251306,2.7
2631978,69251313,2.7
2631979,69251184,2.7
2631979,69251191,2.7
2631979,69251207,2.7
2631979,69251214,2.7
2631979,69251221,2.7
2631979,69251238,2.7
2631979,69251245,2.7
2631980,69251320,2.7
2631980,69251337,2.7
2631980,69251344,2.7
2631980,69251351,2.7
2631980,69251368,2.7
2631980,69251375,2.7
2631980,69251382,2.7
2631984,69251252,2.7
2631984,69251269,2.7
2631984,69251276,2.7
2631984,69251283,2.7
2631984,69251290,2.7
2631984,69251306,2.7
2631984,69251313,2.7
2631962,71187143,5.17
2631962,71187150,5.17
2631962,71187167,5.17
2631962,71187174,5.17
2631962,71187181,5.17
2631962,71187198,5.17
2631962,71187204,5.17
2631963,71187075,5.17
2631963,71187082,5.17
2631963,71187099,5.17
2631963,71187105,5.17
2631963,71187112,5.17
2631963,71187129,5.17
2631963,71187136,5.17
2631967,71187143,5.17
2631967,71187150,5.17
2631967,71187167,5.17
2631967,71187174,5.17
2631967,71187181,5.17
2631967,71187198,5.17
2631967,71187204,5.17
2631968,71186931,5.17
2631968,71186948,5.17
2631968,71186955,5.17
2631968,71186962,5.17
2631968,71186979,5.17
2631968,71186986,5.17
2631968,71186993,5.17
2631950,68718190,5.37
2631950,68718206,5.37
2631950,68718213,5.37
2631950,68718220,5.37
2631950,68718237,5.37
2631950,68718244,5.37
2631950,68718251,5.37
2632515,67964864,1.94
2632515,67964871,1.94
2632515,67964888,1.94
2632515,67964895,1.94
2632515,67964901,1.94
